no,category_kdc,category_yes24,keywords_yes24
9055630,서남아시아 제국 철학 사상,null,null
9055631,희곡,null,null
9055639,nan,null,null
9055640,유체역학,null,null
9055641,경제학,null,null
9055642,시,null,null
9055644,시,null,null
9055646,회화 도화 디자인,null,null
9055647,사회 조직 및 제도,null,null
9055648,서남아시아 제국 철학 사상,null,null
9055649,문학사 평론,null,null
9055650,학회 단체 협회 기관 회의,null,null
9055651,교육학,null,null
9055652,경제각론,null,null
9055653,의식주의 풍습,null,null
9055654,시,null,null
9055657,교파,null,null
9055659,콜롬비아,null,null
9055660,소설,null,null
9055698,한의학,null,null
9055701,일본 철학 사상,null,null
9055705,방언(사투리),null,null
9055706,프로그래밍 프로그램 데이터,null,null
9055709,오스트로네시아어족,null,null
9055710,디자인,null,null
9055712,동아프리카,null,null
9055713,남아메리카 ,null,null
9055717,문방구,null,null
9055719,학회 단체 협회 기관 회의,null,null
9055723,시,null,null
9055725,시,null,null
9055726,시,null,null
9055727,시,null,null
9055735,디자인,null,null
9055736,컴퓨터과학,null,null
9055740,음운 음성 문자,null,null
9055746,한의학,null,null
9055747,의학,null,null
9055748,시,null,null
9055754,문법,null,null
9055757,소설,null,null
9055758,소설,null,null
9055761,음운 음성 문자,null,null
9055768,북아메리카,null,null
9055774,한자서체,null,null
9055775,회화 도화 디자인,null,null
9055778,디자인,null,null
9055780,만화 삽화,null,null
9055781,만화 삽화,null,null
9055782,시,null,null
9055783,학교 및 대학 도서관,null,null
9055784,자연종교 자연신학,null,null
9055787,오스트로네시아어족,null,null
9055788,산수,null,null
9055789,시,null,null
9055790,소설,null,null
9055791,소설,null,null
9055792,소설,null,null
9055794,소설,null,null
9055795,북아메리카 인디언어,null,null
9055796,소설,null,null
9055797,소설,null,null
9055798,소설,null,null
9055799,nan,null,null
9055800,프로그래밍 프로그램 데이터,null,null
9055801,소설,null,null
9055805,학교 행정 및 경영 보건 및 교육 지도,null,null
9055806,nan,null,null
9055807,소설,null,null
9055808,프로그래밍 프로그램 데이터,null,null
9055811,학교 행정 및 경영 보건 및 교육 지도,null,null
9055820,동남아시아,null,null
9055822,동남아시아,null,null
9055823,동남아시아,null,null
9055828,베네수엘라와 기아나 지역,null,null
9055829,중국어,null,null
9055830,교육 정책 및 행정,null,null
9055833,시,null,null
9055834,논증 설득,null,null
9055836,에콰도르,null,null
9055837,연속간행물,null,null
9055838,연속간행물,null,null
9055841,nan,null,null
9055843,동남아시아,null,null
9055844,동남아시아,null,null
9055845,동남아시아,null,null
9055846,경전 성전,null,null
9055847,동남아시아,null,null
9055849,nan,null,null
9055850,nan,null,null
9055851,nan,null,null
9055852,소설,null,null
9055854,nan,null,null
9055855,nan,null,null
9055856,nan,null,null
9055857,nan,null,null
9055858,nan,null,null
9055859,nan,null,null
9055860,일본 철학 사상,null,null
9055861,프로그래밍 프로그램 데이터,null,null
9055863,프로그래밍 프로그램 데이터,null,null
9055866,교육 정책 및 행정,null,null
9055867,콜롬비아,null,null
9055869,콜롬비아,null,null
9055872,염직물공예 섬유공예,null,null
9055873,잡저,null,null
9055874,전집 총서,null,null
9055878,한의학,null,null
9055880,연속간행물,null,null
9055881,교육 정책 및 행정,null,null
9055884,사회 조직 및 제도,null,null
9055885,교육학,null,null
9055886,도서관 봉사 및 활동,null,null
9055887,컴퓨터과학,null,null
9055888,도서관 봉사 및 활동,null,null
9055890,작문,null,null
9055903,소설,null,null
9055906,시,null,null
9055907,예수 그리스도 사도,null,null
9055908,nan,null,null
9055910,만화 삽화,null,null
9056006,콜롬비아,null,null
9056007,회화 도화 디자인,null,null
9056008,예수 그리스도 사도,null,null
9056010,중국어,null,null
9056012,nan,null,null
9056015,학교 행정 및 경영 보건 및 교육 지도,null,null
9056019,nan,null,null
9056027,시,null,null
9056028,도서관 봉사 및 활동,null,null
9056034,교파,null,null
9056035,nan,null,null
9056037,소설,null,null
9056040,시,null,null
9056044,합리론,null,null
9056050,어휘,null,null
9056052,포르투갈어,null,null
9056057,한자서체,null,null
9056058,중국 철학 사상,null,null
9056060,교육 정책 및 행정,null,null
9056061,교육 정책 및 행정,null,null
9056062,시,null,null
9056063,시,null,null
9056064,시,null,null
9056065,지도법 연구법 및 교육 교육자료,null,null
9056068,지도법 연구법 및 교육 교육자료,null,null
9056069,지도법 연구법 및 교육 교육자료,null,null
9056070,지도법 연구법 및 교육 교육자료,null,null
9056071,지도법 연구법 및 교육 교육자료,null,null
9056072,지도법 연구법 및 교육 교육자료,null,null
9056073,지도법 연구법 및 교육 교육자료,null,null
9056075,교육학,null,null
9056077,학회 단체 협회 기관 회의,null,null
9056078,서남아시아 제국 철학 사상,null,null
9056079,nan,null,null
9056082,브라질,null,null
9056084,지도법 연구법 및 교육 교육자료,null,null
9056085,지도법 연구법 및 교육 교육자료,null,null
9056086,지도법 연구법 및 교육 교육자료,null,null
9056087,지도법 연구법 및 교육 교육자료,null,null
9056088,지도법 연구법 및 교육 교육자료,null,null
9056089,지도법 연구법 및 교육 교육자료,null,null
9056090,지도법 연구법 및 교육 교육자료,null,null
9056095,지도법 연구법 및 교육 교육자료,null,null
9056099,사전 사전[2],null,null
9056100,오스트로네시아어족,null,null
9056103,기록관리학[1],null,null
9056117,소설,null,null
9056118,소설,null,null
9056121,사회 조직 및 제도,null,null
9056122,일본 철학 사상,null,null
9056123,중국 철학 사상,null,null
9056127,개인의 일반전집,null,null
9056128,공군,null,null
9056129,중국어,null,null
9056130,어원 어의,null,null
9056131,문법 어법,null,null
9056132,서남아시아 제국 철학 사상,null,null
9056133,중국어,null,null
9056134,방언(사투리),null,null
9056135,목 죽 화훼 왕골 공예,null,null
9056136,중국어,null,null
9056137,중국어,null,null
9056138,독본 해석 회화,null,null
9056148,경전 성전,null,null
9056150,공학 공업일반 토목공학 환경공학,null,null
9056152,프로그래밍 프로그램 데이터,null,null
9056153,콜롬비아,null,null
9056156,시,null,null
9056157,베네수엘라와 기아나 지역,null,null
9056158,에콰도르,null,null
9056159,에콰도르,null,null
9056160,학회 단체 협회 기관 회의,null,null
9056167,nan,null,null
9056168,선교 포교 전도 교육활동,null,null
9056192,학회 단체 협회 기관 회의,null,null
9056203,기술과학,null,null
9056206,학교 행정 및 경영 보건 및 교육 지도,null,null
9056211,nan,null,null
9056226,연속간행물,null,null
9056229,희곡,null,null
9056233,남아메리카,null,null
9056238,국가 및 정치 윤리,null,null
9056239,nan,null,null
9056240,nan,null,null
9056242,언어,null,null
9056243,시,null,null
9056250,미술사,null,null
9056251,디자인,null,null
9056252,잡저,null,null
9056253,문법,null,null
9056254,시,null,null
9056257,미사용 [6],null,null
9056273,서남아시아 제국 철학 사상,null,null
9056278,오스트로네시아어족,null,null
9056279,오스트로네시아어족,null,null
9056284,유럽,null,null
9056285,문방구,null,null
9056287,시,null,null
9056289,nan,null,null
9056290,nan,null,null
9056293,시,null,null
9056294,소설,null,null
9056295,한자서체,null,null
9056296,문방구,null,null
9056297,시,null,null
9056298,교육 정책 및 행정,null,null
9056299,연속간행물,null,null
9056301,시,null,null
9056302,학회 단체 협회 기관 회의,null,null
9056303,시,null,null
9056309,학회 단체 협회 기관 회의,null,null
9056310,시,null,null
9056311,유럽,null,null
9056312,연속간행물,null,null
9056313,학회 단체 협회 기관 회의,null,null
9056314,연속간행물,null,null
9056316,서남아시아 제국 철학 사상,null,null
9056318,산수,null,null
9056322,프로그래밍 프로그램 데이터,null,null
9056323,프로그래밍 프로그램 데이터,null,null
9056328,동양철학 동양사상,null,null
9056330,회화 도화 디자인,null,null
9056331,낙관 수결(서명),null,null
9056332,디자인,null,null
9056333,nan,null,null
9056334,콜롬비아,null,null
9056335,콜롬비아,null,null
9056337,nan,null,null
9056340,nan,null,null
9056341,논증 설득,null,null
9056343,전집 총서,null,null
9056354,프로방스문학,null,null
9056384,nan,null,null
9056387,전집 총서,null,null
9056388,조각 조형미술,null,null
9056390,시,null,null
9056395,기록관리학[1],null,null
9056398,유대교(유태교),null,null
9056399,교파,null,null
9056400,사원론,null,null
9056402,한의학,null,null
9056403,한의학,null,null
9056404,한의학,null,null
9056405,프로그래밍 프로그램 데이터,null,null
9056406,한의학,null,null
9056407,미사용 [6],null,null
9056413,사회복지,null,null
9056415,치과의학 이비인후과학 안과학 및 기타 임상의학,null,null
9056417,지도법 연구법 및 교육 교육자료,null,null
9056419,nan,null,null
9056420,신문 저널리즘,null,null
9056421,nan,null,null
9056422,nan,null,null
9056423,사회 조직 및 제도,null,null
9056424,문방구,null,null
9056425,nan,null,null
9056428,기호 수리 논리학,null,null
9056430,만화 삽화,null,null
9056431,국제법,null,null
9056432,국제법,null,null
9056433,잡저,null,null
9056434,디자인,null,null
9056435,서남아시아 제국 철학 사상,null,null
9056438,미사용 [6],null,null
9056441,디자인,null,null
9056442,디자인,null,null
9056443,nan,null,null
9056444,교육 정책 및 행정,null,null
9056445,교육학,null,null
9056447,학교 행정 및 경영 보건 및 교육 지도,null,null
9056453,사회과학,null,null
9056455,동양철학 동양사상,null,null
9056457,nan,null,null
9056459,nan,null,null
9056460,학교 행정 및 경영 보건 및 교육 지도,null,null
9056461,학회 단체 협회 기관 회의,null,null
9056462,nan,null,null
9056463,프로그래밍 프로그램 데이터,null,null
9056464,만화 삽화,null,null
9056466,전집 총서,null,null
9056467,프로그래밍 프로그램 데이터,null,null
9056470,사회복지,null,null
9056471,학회 단체 협회 기관 회의,null,null
9056473,학교 행정 및 경영 보건 및 교육 지도,null,null
9056474,문방구,null,null
9056475,인도 철학 사상,null,null
9056476,교육학,null,null
9056479,산수,null,null
9056480,중국 철학 사상,null,null
9056482,잡저,null,null
9056483,사회학 사회문제,null,null
9056484,사회학,null,null
9056487,헌법,null,null
9056488,헌법,null,null
9056490,심리학각론,null,null
9056492,미사용 [6],null,null
9056504,프로그래밍 프로그램 데이터,null,null
9056505,nan,null,null
9056506,교육 정책 및 행정,null,null
9056509,석조,null,null
9056510,연역법,null,null
9056518,서예,null,null
9056519,한의학,null,null
9056562,각종 연극,null,null
9056563,각종 연극,null,null
9056564,교육 정책 및 행정,null,null
9056566,시,null,null
9056567,인도 철학 사상,null,null
9056571,시베리아,null,null
9056572,사회복지,null,null
9056573,nan,null,null
9056574,nan,null,null
9056575,사회학 사회문제,null,null
9056591,사회 조직 및 제도,null,null
9056593,교육 정책 및 행정,null,null
9056699,문방구,null,null
9056714,디자인,null,null
9056776,동양철학 동양사상,null,null
9056791,사회 조직 및 제도,null,null
9056795,시,null,null
9056799,연속간행물,null,null
9056802,서남아시아 제국 철학 사상,null,null
9056808,사회 조직 및 제도,null,null
9056834,베네수엘라와 기아나 지역,null,null
9056841,시,null,null
9056846,전집 총서,null,null
9056848,헌법,null,null
9056850,금융,null,null
9056852,nan,null,null
9056853,nan,null,null
9056855,서남아시아 제국 철학 사상,null,null
9056856,만화 삽화,null,null
9056857,전집 총서,null,null
9056863,nan,null,null
9056865,디자인,null,null
9056866,잡저,null,null
9056867,시간,null,null
9056868,경영,null,null
9056877,염직물공예 섬유공예,null,null
9056885,시,null,null
9056890,문학사 평론,null,null
9056908,디자인,null,null
9056914,잡저,null,null
9056915,문학사 평론,null,null
9056916,nan,null,null
9056918,오스트로네시아어족,null,null
9056919,박물관학,null,null
9056920,사회과학,null,null
9056921,동양철학 동양사상,null,null
9056923,경제학,null,null
9056926,소설,null,null
9056928,잡저,null,null
9056934,디자인,null,null
9056936,디자인,null,null
9056937,디자인,null,null
